,record_id,utility_id_ferc1,report_year,plant_name_ferc1,fuel_type_code_pudl,fuel_unit,fuel_qty_burned,fuel_mmbtu_per_unit,fuel_cost_per_unit_burned,fuel_cost_per_unit_delivered,fuel_cost_per_mmbtu,x,y
4686,f1_fuel_1998_12_22_0_4,22.0,1998.0,teche,gas,mcf,15589363.0,1.056,2.48,2.48,2.35,,
4687,f1_fuel_1998_12_22_0_7,22.0,1998.0,rodemacher #1,gas,mcf,11638071.0,1.046,2.42,2.42,2.31,,
4688,f1_fuel_1998_12_22_0_10,22.0,1998.0,rodemacher #2,gas,mcf,12846.0,1.048,2.32,2.32,2.21,,
4689,f1_fuel_1998_12_22_0_13,22.0,1998.0,dolet hills,gas,mcf,42356.0,1.027,3.0,3.0,2.92,,
4690,f1_fuel_1998_12_22_0_14,22.0,1998.0,dolet hills,coal,ton,1774111.0,26.824,18.82,18.82,1.4,,
4691,f1_fuel_1998_12_27_0_1,27.0,1998.0,miami fort 5 & 6,coal,ton,610993.0,23.628,27.201,26.363,1.151,,
4692,f1_fuel_1998_12_27_0_4,27.0,1998.0,w. c. beckjord 1-5,coal,ton,2030450.0,23.832,29.138,27.593,1.223,,
4693,f1_fuel_1998_12_27_0_7,27.0,1998.0,beckjord #6 - total,coal,ton,1070593.0,24.056,28.326,27.593,1.177,,
4694,f1_fuel_1998_12_27_0_10,27.0,1998.0,beckjord #6 - cg&e,coal,ton,408634.0,24.058,28.263,27.592,1.175,,
4695,f1_fuel_1998_12_27_1_4,27.0,1998.0,j. m. stuart - cg&e,coal,ton,2249962.0,22.962,29.731,28.743,1.295,,
4696,f1_fuel_1998_12_27_1_10,27.0,1998.0,conesville #4 - cg&e,coal,ton,501791.0,23.768,43.798,41.705,1.843,,
4697,f1_fuel_1998_12_27_2_1,27.0,1998.0,maimi fort7&8-total,coal,ton,2431130.0,23.838,31.366,33.506,1.316,,
4698,f1_fuel_1998_12_27_2_4,27.0,1998.0,miami fort 7&8-cg&e,coal,ton,1574327.0,23.836,31.387,29.131,1.317,,
4699,f1_fuel_1998_12_27_2_7,27.0,1998.0,east bend #2-total,coal,ton,1599807.0,24.334000000000003,26.483,25.589,1.088,,
4700,f1_fuel_1998_12_27_2_10,27.0,1998.0,east bend #2 - cg&e,coal,ton,1094058.0,24.334000000000003,26.464,25.581,1.088,,
4701,f1_fuel_1998_12_27_2_13,27.0,1998.0,woodsdale gt,gas,mcf,3836220.0,1.0,2.234,1.692,2.175,,
4702,f1_fuel_1998_12_27_3_4,27.0,1998.0,killen #2 - cg&e,coal,ton,634821.0,23.458,30.588,30.208,1.304,,
4703,f1_fuel_1998_12_27_3_15,27.0,1998.0,dicks creek gt,gas,mcf,410095.0,1.0,2.734,2.045,2.661,,
4704,f1_fuel_1998_12_27_4_1,27.0,1998.0,zimmer #1- total,coal,ton,3846982.0,24.13,25.659,25.044,1.063,,
4705,f1_fuel_1998_12_27_4_4,27.0,1998.0,zimmer #1 - cg&e,coal,ton,1758012.0,24.132,25.685,25.048,1.064,,
4706,f1_fuel_1998_12_30_0_1,30.0,1998.0,ashtabula,coal,ton,357809.0,25.2,28.876,27.591,1.146,,
4707,f1_fuel_1998_12_30_0_4,30.0,1998.0,avon lake,coal,ton,1296691.0,24.906,37.749,36.238,1.516,,
4708,f1_fuel_1998_12_30_0_7,30.0,1998.0,bruce mansfield,coal,ton,1218643.0,24.16,41.2,38.681,1.705,,
4709,f1_fuel_1998_12_30_1_7,30.0,1998.0,eastlake,coal,ton,2045493.0,25.872,37.731,36.652,1.458,,
4710,f1_fuel_1998_12_30_1_10,30.0,1998.0,lakeshore,coal,ton,141173.0,26.306,25.057,40.125,0.953,,
4711,f1_fuel_1998_12_31_0_1,31.0,1998.0,"conesville 1-3,5,6",coal,ton,2873201.0,23.81,33.466,30.555,1.406,,
4712,f1_fuel_1998_12_31_0_4,31.0,1998.0,picway,coal,ton,172935.0,22.854,24.697,23.603,1.081,,
4713,f1_fuel_1998_12_31_0_5,31.0,1998.0,picway,oil,bbl,2441.0,3.217452,19.787,19.0,6.15,,
4714,f1_fuel_1998_12_31_0_7,31.0,1998.0,conesville 4,coal,ton,1256365.0,23.744,41.262,40.377,1.738,,
4715,f1_fuel_1998_12_31_0_10,31.0,1998.0,cones. 4 csp shr,coal,ton,563410.0,23.746,41.757,41.18,1.758,,
4716,f1_fuel_1998_12_31_0_13,31.0,1998.0,zimmer csp shr,coal,ton,970704.0,24.13,25.76,25.032,1.068,,
4717,f1_fuel_1998_12_31_1_1,31.0,1998.0,beckjord 6 csp shr,coal,ton,127473.0,24.062,28.521,270604.0,1.185,,
4718,f1_fuel_1998_12_31_1_4,31.0,1998.0,stuart csp shr,coal,ton,1561401.0,22.790000000000003,29.734,28.754,1.305,,
4719,f1_fuel_1998_12_32_0_3,32.0,1998.0,collins,gas,mcf,45314817.0,1.018,2.402,2.402,2.359,,
4720,f1_fuel_1998_12_32_0_4,32.0,1998.0,crawford,coal,ton,1321958.0,17.31,37.06,36.79,2.173,,
4721,f1_fuel_1998_12_32_0_6,32.0,1998.0,crawford,gas,mcf,410687.0,1.027,2.78,2.78,2.706,,
4722,f1_fuel_1998_12_32_0_7,32.0,1998.0,fisk,coal,ton,867982.0,16.0,40.27,39.03,2.323,,
4723,f1_fuel_1998_12_32_0_9,32.0,1998.0,fisk,gas,mcf,82757.0,1.027,4.088,4.088,3.98,,
4724,f1_fuel_1998_12_32_0_10,32.0,1998.0,joliet,coal,ton,3772679.0,18.884,45.6,52.74,2.723,,
4725,f1_fuel_1998_12_32_0_12,32.0,1998.0,joliet,gas,mcf,1104984.0,1.019,2.43,2.43,2.385,,
4726,f1_fuel_1998_12_32_0_13,32.0,1998.0,kincaid,coal,ton,1823224.0,22.178,42.16,32.34,1.9,,
4727,f1_fuel_1998_12_32_1_1,32.0,1998.0,powerton,coal,ton,3182767.0,15.94,37.73,35.39,2.22,,
4728,f1_fuel_1998_12_32_1_4,32.0,1998.0,waukegan,coal,ton,2579346.0,16.57,38.21,35.92,2.254,,
4729,f1_fuel_1998_12_32_1_6,32.0,1998.0,waukegan,gas,mcf,183345.0,1.019,2.592,2.592,2.545,,
4730,f1_fuel_1998_12_32_1_7,32.0,1998.0,will county,coal,ton,3002896.0,16.706,40.42,37.06,2.405,,
4731,f1_fuel_1998_12_32_1_15,32.0,1998.0,calumet,gas,mcf,361987.0,1.028,2.949,2.949,2.869,,
4732,f1_fuel_1998_12_32_2_1,32.0,1998.0,crawford,oil,bbl,41.0,5.85942,25.02,0.0,5.13,,
4733,f1_fuel_1998_12_32_2_3,32.0,1998.0,crawford,gas,mcf,763508.0,1.028,2.826,2.826,2.751,,
4734,f1_fuel_1998_12_32_2_6,32.0,1998.0,electric junction,gas,mcf,1011810.0,1.018,2.605,2.605,2.558,,
4735,f1_fuel_1998_12_32_2_9,32.0,1998.0,joliet,gas,mcf,714061.0,1.018,2.689,2.689,2.641,,
4736,f1_fuel_1998_12_32_2_12,32.0,1998.0,lombard,gas,mcf,166548.0,1.018,2.903,2.903,2.852,,
4737,f1_fuel_1998_12_32_4_1,32.0,1998.0,braidwood,nuclear,gramsU,1504800.0,117.7,0.0,0.0,0.453,,
4738,f1_fuel_1998_12_32_4_4,32.0,1998.0,byron,nuclear,gramsU,1568351.0,108.03,0.0,0.0,0.472,,
4739,f1_fuel_1998_12_32_4_7,32.0,1998.0,dresden,nuclear,gramsU,1107581.0,117.74,0.0,0.0,0.509,,
4740,f1_fuel_1998_12_32_4_10,32.0,1998.0,lasalle county,nuclear,gramsU,287811.0,119.53,0.0,0.0,0.723,,
4741,f1_fuel_1998_12_32_4_13,32.0,1998.0,quad cities,nuclear,gramsU,499113.0,116.78,0.0,0.0,0.605,,
4742,f1_fuel_1998_12_36_0_1,36.0,1998.0,waterside,gas,mcf,6165123.0,1.0,281.45,0.0,2.6726,,
4743,f1_fuel_1998_12_36_0_4,36.0,1998.0,east river (a),gas,mcf,3103428.0,1.0,273.67,0.0,2.6305,,
4744,f1_fuel_1998_12_36_0_7,36.0,1998.0,bowline (h),gas,mcf,13953346.0,1.0,164.24,0.0,1.618,,
4745,f1_fuel_1998_12_36_0_13,36.0,1998.0,astoria,gas,mcf,33697950.0,1.0,278.11,0.0,2.6422000000000003,,
4746,f1_fuel_1998_12_36_1_1,36.0,1998.0,roseton (f),gas,mcf,2018267.0,1.0,250.86,0.0,2.4198,,
4747,f1_fuel_1998_12_36_1_4,36.0,1998.0,arthur kill,gas,mcf,12509679.0,1.0,261.75,0.0,2.505,,
4748,f1_fuel_1998_12_36_1_9,36.0,1998.0,74th street,oil,bbl,29627.0,6.250985999999999,35.89,0.0,5.742000000000001,,
4749,f1_fuel_1998_12_36_1_10,36.0,1998.0,ravenswood,gas,mcf,31823757.0,1.0,272.48,0.0,2.6046,,
4750,f1_fuel_1998_12_36_2_13,36.0,1998.0,astoria,gas,mcf,1628608.0,1.0,270.92,0.0,2.555,,
4751,f1_fuel_1998_12_36_3_4,36.0,1998.0,ravenswood,gas,mcf,749971.0,1.0,272.38,0.0,2.607,,
4752,f1_fuel_1998_12_36_3_10,36.0,1998.0,narrows,gas,mcf,1013135.0,1.0,275.97,0.0,2.4779,,
4753,f1_fuel_1998_12_44_0_2,44.0,1998.0,belle river (total),coal,ton,5155560.0,18.386,27.665,27.665,1.505,,
4754,f1_fuel_1998_12_44_0_5,44.0,1998.0,belle river (deco),coal,ton,4461534.0,18.384,27.069,27.069,1.472,,
4755,f1_fuel_1998_12_44_0_14,44.0,1998.0,monroe pp,coal,ton,8610997.0,20.836,23.957,24.224,1.15,,
4756,f1_fuel_1998_12_44_1_2,44.0,1998.0,greenwood ec,gas,mcf,12636234.0,1.012,2.627,2.627,2.597,,
4757,f1_fuel_1998_12_44_1_3,44.0,1998.0,greenwood ec,other,bbl,192411.0,0.143352,15.741,15.628,2.614,,
4758,f1_fuel_1998_12_44_1_5,44.0,1998.0,trenton channel pp,coal,ton,2101233.0,20.682,24.524,23.283,1.186,,
4759,f1_fuel_1998_12_44_1_7,44.0,1998.0,river rouge,coal,ton,1613740.0,21.152,25.126,24.901,1.188,,
4760,f1_fuel_1998_12_44_1_8,44.0,1998.0,river rouge,gas,mcf,342647.0,1.003,3.125,3.125,3.116,,
4761,f1_fuel_1998_12_44_1_14,44.0,1998.0,marysville,coal,ton,102425.0,25.494,38.098,38.932,1.494,,
4762,f1_fuel_1998_12_44_1_15,44.0,1998.0,marysville,gas,mcf,202501.0,0.998,3.459,3.459,3.466,,
4763,f1_fuel_1998_12_44_2_3,44.0,1998.0,northeast,gas,mcf,119423.0,1.016,3.531,3.531,3.477,,
4764,f1_fuel_1998_12_44_2_8,44.0,1998.0,harbor beach,coal,ton,120565.0,25.688,38.324,40.653,1.492,,
4765,f1_fuel_1998_12_44_2_10,44.0,1998.0,st. clair pp,coal,ton,4365479.0,19.604,27.94,27.803,1.425,,
4766,f1_fuel_1998_12_44_2_13,44.0,1998.0,st. clair pp(cont'd),gas,mcf,414418.0,0.888,3.371,3.371,3.795,,
4767,f1_fuel_1998_12_44_3_12,44.0,1998.0,hancock,gas,mcf,271546.0,1.016,3.386,3.386,3.334,,
4768,f1_fuel_1998_12_44_5_12,44.0,1998.0,st. clair,gas,mcf,21089.0,1.013,3.406,3.406,3.364,,
4769,f1_fuel_1998_12_49_0_1,49.0,1998.0,rio grande,gas,mcf,10574699.0,1.023,2.161,2.161,2.112,,
4770,f1_fuel_1998_12_49_0_4,49.0,1998.0,newman,gas,mcf,23254476.0,1.0227,2.215,2.215,2.166,,
4771,f1_fuel_1998_12_49_0_7,49.0,1998.0,four corners,coal,ton,358225.0,17.76,19.314,19.314,1.088,,
4772,f1_fuel_1998_12_49_0_8,49.0,1998.0,four corners,gas,mcf,17651.0,1.0082,4.756,4.756,4.717,,
4773,f1_fuel_1998_12_49_0_10,49.0,1998.0,copper,gas,mcf,1131730.0,1.019,2.312,2.312,2.269,,
4774,f1_fuel_1998_12_52_0_1,52.0,1998.0,independence,coal,mcf,10934611.0,17.488,1.499,0.0,1.499,,
4775,f1_fuel_1998_12_52_0_4,52.0,1998.0,robert ritchie,gas,mcf,17979754.0,0.8271,1.905,0.0,2.303,,
4776,f1_fuel_1998_12_62_0_1,62.0,1998.0,crist,coal,ton,2447081.0,23.998,38.559,38.342,1.607,,
4777,f1_fuel_1998_12_62_0_2,62.0,1998.0,crist,gas,mcf,2782881.0,1.072,2.379,3.711,2.219,,
4778,f1_fuel_1998_12_62_0_4,62.0,1998.0,smith,coal,ton,1001826.0,23.67,34.622,34.205,1.463,,
4779,f1_fuel_1998_12_62_0_7,62.0,1998.0,scholz,coal,ton,140929.0,24.066,40.951,41.396,1.702,,
4780,f1_fuel_1998_12_62_0_10,62.0,1998.0,daniel,coal,ton,1306358.0,19.182,27.767,28.131,1.448,,
4781,f1_fuel_1998_12_62_0_13,62.0,1998.0,scherer,coal,mmbtu,10430059.0,21.172,1.793,1.799,1.693,,
4782,f1_fuel_1998_12_63_0_2,63.0,1998.0,river bend,nuclear,mwhth,24066875.0,341.26,1.835,0.0,0.538,,
4783,f1_fuel_1998_12_63_0_4,63.0,1998.0,roy s. nelson unit 6,coal,mmbtu,23888381.0,16.96,1.412,0.0,1.412,,
4784,f1_fuel_1998_12_63_0_7,63.0,1998.0,big cajun 2 unit 3,coal,mmbtu,17523540.0,16.445999999999998,1.52,0.0,1.52,,
4785,f1_fuel_1998_12_63_0_11,63.0,1998.0,roy s. nelson 3 & 4,gas,mcf,25011501.0,1.0375,2.209,0.0,2.129,,
4786,f1_fuel_1998_12_63_0_13,63.0,1998.0,willow glen,gas,mcf,44800845.0,1.0251,2.377,0.0,2.318,,
4787,f1_fuel_1998_12_63_1_2,63.0,1998.0,lewis creek,gas,mcf,24756254.0,1.0678,2.365,0.0,2.095,,
4788,f1_fuel_1998_12_63_1_4,63.0,1998.0,sabine,gas,mcf,91579544.0,1.0373,2.402,0.0,2.316,,
4789,f1_fuel_1998_12_68_0_1,68.0,1998.0,cedar bayou,gas,mcf,70780006.0,1.029,2.23,2.179,2.166,,
4790,f1_fuel_1998_12_68_0_2,68.0,1998.0,cedar bayou,oil,bbl,3885.0,5.689068,166.062,0.0,29.19,,
4791,f1_fuel_1998_12_68_0_7,68.0,1998.0,deepwater,gas,mcf,1726527.0,1.033,2.234,2.216,2.162,,
4792,f1_fuel_1998_12_68_0_10,68.0,1998.0,greens bayou,gas,mcf,9315954.0,1.032,2.296,2.233,2.224,,
4793,f1_fuel_1998_12_68_0_11,68.0,1998.0,greens bayou,oil,bbl,5191.0,5.781342,37.174,0.0,6.43,,
4794,f1_fuel_1998_12_68_0_13,68.0,1998.0,limestone,coal,ton,8866005.0,13.072,15.565,15.457,1.191,,
4795,f1_fuel_1998_12_68_0_14,68.0,1998.0,limestone,gas,mcf,878508.0,1.032,2.183,2.136,2.115,,
4796,f1_fuel_1998_12_68_1_4,68.0,1998.0,p h robinson,gas,mcf,77090879.0,1.03,2.258,2.193,2.193,,
4797,f1_fuel_1998_12_68_1_7,68.0,1998.0,s r bertron,gas,mcf,14661605.0,1.031,2.301,2.235,2.231,,
4798,f1_fuel_1998_12_68_1_10,68.0,1998.0,t h wharton,gas,mcf,3582025.0,1.086,2.286,2.295,2.104,,
4799,f1_fuel_1998_12_68_1_13,68.0,1998.0,w a parish,coal,ton,10483078.0,17.314,31.779,33.118,1.778,,
4800,f1_fuel_1998_12_68_1_14,68.0,1998.0,w a parish,gas,mcf,27233014.0,1.029,2.243,2.177,2.18,,
4801,f1_fuel_1998_12_68_2_1,68.0,1998.0,webster,gas,mcf,8918033.0,1.039,2.245,2.221,2.162,,
4802,f1_fuel_1998_12_68_2_4,68.0,1998.0,greens bayou,gas,mcf,1249037.0,1.038,2.111,2.204,2.033,,
4803,f1_fuel_1998_12_68_2_5,68.0,1998.0,greens bayou,oil,bbl,1002.0,5.857278,109.131,0.0,18.632,,
4804,f1_fuel_1998_12_68_2_10,68.0,1998.0,t h wharton,gas,mcf,22846041.0,1.019,2.254,3.66,2.213,,
4805,f1_fuel_1998_12_68_3_1,68.0,1998.0,h o clarke,gas,mcf,159977.0,1.024,2.162,2.172,2.11,,
4806,f1_fuel_1998_12_68_4_1,68.0,1998.0,san jacinto,gas,mcf,9542905.0,1.029,2.308,2.197,2.243,,
4807,f1_fuel_1998_12_70_0_1,70.0,1998.0,jim bridger,coal,ton,2892724.0,18.722,19.99,20.111,1.08,,
4808,f1_fuel_1998_12_70_0_3,70.0,1998.0,jim bridger,oil,bbl,8570.0,5.880000000000001,30.62,23.306,5.21,,
4809,f1_fuel_1998_12_70_0_4,70.0,1998.0,boardman,coal,ton,192077.0,17.442,20.0,19.551,1.21,,
4810,f1_fuel_1998_12_70_0_7,70.0,1998.0,valmy,coal,ton,639476.0,21.324,33.35,32.939,1.63,,
4811,f1_fuel_1998_12_73_0_7,73.0,1998.0,rockport total i&m,coal,ton,5035057.0,17.194000000000003,19.416,19.335,1.117,,
4812,f1_fuel_1998_12_73_0_10,73.0,1998.0,rockport total plant,coal,ton,10000938.0,17.195999999999998,19.28,19.34,1.122,,
4813,f1_fuel_1998_12_73_1_1,73.0,1998.0,tanners creek,coal,ton,1921389.0,24.406,31.438,31.627,1.292,,
4814,f1_fuel_1998_12_77_0_2,77.0,1998.0,sayreville,gas,mcf,694600.0,1.03,2.662,2.662,2.584,,
4815,f1_fuel_1998_12_77_0_4,77.0,1998.0,keystone,coal,ton,844512.0,24.778,32.3,32.03,1.304,,
4816,f1_fuel_1998_12_77_0_10,77.0,1998.0,oyster creek,nuclear,gramsU,687500.0,66.087687,39.592,0.0,0.599,,
4817,f1_fuel_1998_12_77_0_13,77.0,1998.0,tmi unit #1,nuclear,gramsU,307093.0,62.227073,32.928,0.0,0.529,,
4818,f1_fuel_1998_12_77_1_1,77.0,1998.0,gilbert 1-4,oil,bbl,20793.0,5.776386,51.443,17.716,8.906,,
4819,f1_fuel_1998_12_77_1_2,77.0,1998.0,gilbert 1-4,gas,mcf,28724.0,1.04164,2.492,2.492,2.392,,
4820,f1_fuel_1998_12_77_1_4,77.0,1998.0,gilbert 9,oil,bbl,6839.0,5.776344,46.629,17.716,8.072,,
4821,f1_fuel_1998_12_77_1_5,77.0,1998.0,gilbert 9,gas,mcf,843225.0,1.043688,2.674,2.674,2.562,,
4822,f1_fuel_1998_12_77_1_10,77.0,1998.0,sayreville,oil,bbl,270.0,5.756058,41.863,19.841,7.272,,
4823,f1_fuel_1998_12_77_1_11,77.0,1998.0,sayreville,gas,mcf,727700.0,1.03,2.628,2.628,2.552,,
4824,f1_fuel_1998_12_77_1_13,77.0,1998.0,glen gardner,oil,bbl,4861.0,5.839596,30.578,0.0,5.236,,
4825,f1_fuel_1998_12_77_1_14,77.0,1998.0,glen gardner,gas,mcf,494296.0,1.043578,2.607,2.607,2.498,,
4826,f1_fuel_1998_12_77_2_2,77.0,1998.0,forked river,gas,mcf,396866.0,1.040647,2.667,2.667,2.563,,
4827,f1_fuel_1998_12_77_2_7,77.0,1998.0,gilbert,oil,bbl,15843.0,5.775756,50.139,17.716,8.681,,
4828,f1_fuel_1998_12_77_2_8,77.0,1998.0,gilbert,gas,mcf,3341559.0,1.041448,2.666,2.666,2.56,,
4829,f1_fuel_1998_12_79_0_1,79.0,1998.0,montrose,coal,ton,1622205.0,17.304,16.366,16.295,0.946,,
4830,f1_fuel_1998_12_79_0_4,79.0,1998.0,hawthorn 5,coal,ton,1116462.0,17.29,12.501,12.355,0.723,,
4831,f1_fuel_1998_12_79_0_5,79.0,1998.0,hawthorn 5,gas,mcf,448436.0,1.006,2.487,3.314,2.472,,
4832,f1_fuel_1998_12_79_0_10,79.0,1998.0,la cygne,coal,ton,2379298.0,17.144,10.562,12.726,0.747,,
4833,f1_fuel_1998_12_79_1_4,79.0,1998.0,iatan,coal,ton,1872395.0,17.334,14.15,14.08,0.816,,
4834,f1_fuel_1998_12_79_1_14,79.0,1998.0,hawthorn 6,gas,mcf,910869.0,1.0,2.897,6.057,2.898,,
4835,f1_fuel_1998_12_81_0_1,81.0,1998.0,big sandy,coal,ton,3039586.0,24.45,27.418,27.298,1.121,,
4836,f1_fuel_1998_12_82_0_2,82.0,1998.0,tyrone,coal,ton,100410.0,25.686,30.39,30.5,1.18,,
4837,f1_fuel_1998_12_82_0_5,82.0,1998.0,green river,coal,ton,541622.0,23.202,24.27,23.42,1.05,,
4838,f1_fuel_1998_12_82_0_8,82.0,1998.0,e.w. brown,coal,ton,1618808.0,24.172,27.25,27.11,1.13,,
4839,f1_fuel_1998_12_82_0_11,82.0,1998.0,pineville,coal,ton,54580.0,25.888,26.78,26.67,1.03,,
4840,f1_fuel_1998_12_82_0_14,82.0,1998.0,ghent,coal,ton,5223421.0,24.302,27.5,27.26,1.13,,
4841,f1_fuel_1998_12_82_1_1,82.0,1998.0,haefling,gas,mcf,136926.0,1.0,3.65,4.021,3.65,,
4842,f1_fuel_1998_12_82_1_4,82.0,1998.0,e.w. brown-ct,gas,mcf,2933123.0,1.0,2.8,2.802,2.8,,
4843,f1_fuel_1998_12_87_0_2,87.0,1998.0,waterford 3,nuclear,mwhth,26641483.0,3.4126,1.745,0.0,0.511,,
4844,f1_fuel_1998_12_87_0_4,87.0,1998.0,little gypsy,gas,mcf,32745546.0,1.043224,2.483,0.0,2.38,,
4845,f1_fuel_1998_12_87_0_7,87.0,1998.0,ninemile point,gas,mcf,69388345.0,1.040057,2.478,0.0,2.382,,
4846,f1_fuel_1998_12_87_0_9,87.0,1998.0,ninemile point,oil,bbl,10803.0,6.055812,178.091,0.0,29.408,,
4847,f1_fuel_1998_12_87_0_10,87.0,1998.0,sterlington,gas,mcf,9556709.0,1.040399,2.287,0.0,2.198,,
4848,f1_fuel_1998_12_87_0_13,87.0,1998.0,waterford 1&2,gas,mcf,16667278.0,1.039345,2.649,0.0,2.549,,
4849,f1_fuel_1998_12_87_1_2,87.0,1998.0,buras,gas,mcf,59147.0,1.073715,4.848,0.0,4.515,,
4850,f1_fuel_1998_12_88_0_2,88.0,1998.0,mill creek,coal,ton,3683845.0,22.89,23.292,23.09,1.068,,
4851,f1_fuel_1998_12_88_0_5,88.0,1998.0,cane run,coal,ton,1429248.0,22.582,23.005,22.41,1.107,,
4852,f1_fuel_1998_12_88_0_8,88.0,1998.0,trimble county,coal,ton,1084382.0,23.012,20.788,20.59,0.935,,
4853,f1_fuel_1998_12_88_0_11,88.0,1998.0,cane run,gas,mcf,31136.0,1.025,3.478,3.478,3.393,,
4854,f1_fuel_1998_12_88_0_14,88.0,1998.0,paddy's run,gas,mcf,135934.0,1.025,3.017,3.017,2.943,,
4855,f1_fuel_1998_12_88_1_2,88.0,1998.0,zorn,gas,mcf,43542.0,1.025,2.731,2.731,2.664,,
4856,f1_fuel_1998_12_88_1_5,88.0,1998.0,waterside,gas,mcf,37557.0,1.025,3.039,3.039,2.965,,
4857,f1_fuel_1998_12_89_0_1,89.0,1998.0,blount station,coal,ton,164487.0,21.36,29.509,29.566,1.381,,
4858,f1_fuel_1998_12_89_0_2,89.0,1998.0,blount station,gas,mcf,2043043.0,1.01,2.477,2.477,2.454,,
4859,f1_fuel_1998_12_89_0_3,89.0,1998.0,blount station,other,ton,7049.0,0.01395,55.181,55.181,1.978,,
4860,f1_fuel_1998_12_89_0_4,89.0,1998.0,nine springs,gas,mcf,8955.0,1.013,2.426,2.426,2.396,,
4861,f1_fuel_1998_12_89_0_6,89.0,1998.0,nine springs,oil,bbl,43.0,5.561556,36.692,0.0,6.598,,
4862,f1_fuel_1998_12_89_0_7,89.0,1998.0,sycamore - 2 units,gas,mcf,142298.0,1.012,2.426,2.426,2.399,,
4863,f1_fuel_1998_12_89_0_10,89.0,1998.0,fitchburg - 2 units,gas,mcf,357019.0,1.011,2.426,2.426,2.4,,
4864,f1_fuel_1998_12_89_0_13,89.0,1998.0,kewaunee power plant,nuclear,mwdth,87289.0,8.2e-05,33.821,0.0,0.413,,
4865,f1_fuel_1998_12_89_1_1,89.0,1998.0,columbia 1,coal,ton,483170.0,17.118000000000002,16.246,0.0,0.949,,
4866,f1_fuel_1998_12_89_1_4,89.0,1998.0,columbia 2,coal,ton,522168.0,16.96,15.822,0.0,0.925,,
4867,f1_fuel_1998_12_89_1_7,89.0,1998.0,columbia total,coal,ton,1005338.0,17.035999999999998,16.026,16.037,0.941,,
4868,f1_fuel_1998_12_89_1_14,89.0,1998.0,portable generators,oil,bbl,99.0,5.849004,30.74,31.093,5.256,,
4869,f1_fuel_1998_12_96_0_1,96.0,1998.0,portland,coal,ton,731926.0,26.372,38.207,40.275,1.449,,
4870,f1_fuel_1998_12_96_0_2,96.0,1998.0,portland,oil,bbl,12701.0,5.8023,35.392,19.853,6.1,,
4871,f1_fuel_1998_12_96_0_4,96.0,1998.0,titus,coal,ton,521886.0,26.200000000000003,37.89,38.882,1.446,,
4872,f1_fuel_1998_12_96_0_7,96.0,1998.0,conemaugh,coal,ton,815342.0,25.25,27.35,27.19,1.083,,
4873,f1_fuel_1998_12_96_0_8,96.0,1998.0,conemaugh,gas,mcf,26936.0,1.03,4.4,4.4,4.271,,
4874,f1_fuel_1998_12_96_0_13,96.0,1998.0,tmi #1,nuclear,gramsU,614185.0,62.227073,32.949,0.0,0.529,,
4875,f1_fuel_1998_12_96_1_1,96.0,1998.0,titus,oil,bbl,195.0,5.803097999999999,39.063,24.653,6.728,,
4876,f1_fuel_1998_12_96_1_2,96.0,1998.0,titus,gas,mcf,68966.0,1.033015,2.797,2.797,2.708,,
4877,f1_fuel_1998_12_96_1_5,96.0,1998.0,hunterstown,gas,mcf,403268.0,1.042531,2.915,2.914,2.796,,
4878,f1_fuel_1998_12_96_2_2,96.0,1998.0,mountain,gas,mcf,298733.0,1.042119,2.587,2.587,2.483,,
4879,f1_fuel_1998_12_96_2_8,96.0,1998.0,portland 3 & 4,gas,mcf,6385.0,1.027001,2.566,2.566,2.499,,
4880,f1_fuel_1998_12_96_2_11,96.0,1998.0,portland 5,gas,mcf,1041204.0,1.031,2.576,2.576,2.499,,
4881,f1_fuel_1998_12_98_0_1,98.0,1998.0,boswell,coal,ton,3390574.0,18.056,20.039,20.105,1.11,,
4882,f1_fuel_1998_12_98_0_4,98.0,1998.0,laskin,coal,ton,383407.0,18.798,21.899,22.073,1.165,,
4883,f1_fuel_1998_12_99_0_1,99.0,1998.0,daniel,other,bbl,5999.0,0.137889,0.476,0.0,3.453,,
4884,f1_fuel_1998_12_99_0_2,99.0,1998.0,daniel,coal,mcf,1306359.0,18.477199,27.844,0.0,1.507,,
4885,f1_fuel_1998_12_99_0_4,99.0,1998.0,greene county,other,bbl,1100.0,0.140447,0.542,0.0,3.861,,
4886,f1_fuel_1998_12_99_0_5,99.0,1998.0,greene county,coal,ton,635301.0,23.765187,30.013,0.0,1.263,,
4887,f1_fuel_1998_12_99_0_6,99.0,1998.0,greene county,gas,mcf,9008.0,1.030084,3.261,0.0,3.166,,
4888,f1_fuel_1998_12_99_0_10,99.0,1998.0,watson continued,other,mcf,968110.0,1.025,2.037,0.0,1.987,,
4889,f1_fuel_1998_12_99_1_2,99.0,1998.0,eaton,gas,mcf,2478079.0,1.02,2.46,0.0,2.412,,
4890,f1_fuel_1998_12_99_1_4,99.0,1998.0,sweatt,gas,mcf,2984258.0,1.0362,2.45,0.0,2.364,,
4891,f1_fuel_1998_12_99_1_5,99.0,1998.0,sweatt,gas,mcf,306071.0,1.037642,2.418,0.0,2.331,,
4892,f1_fuel_1998_12_99_2_1,99.0,1998.0,sweatt a,gas,mcf,2984258.0,1.03622,2.45,0.0,2.364,,
4893,f1_fuel_1998_12_99_2_2,99.0,1998.0,sweatt a,gas,mcf,306071.0,1.037642,2.418,0.0,2.331,,
